mid,team,dt,arguable,converge,disagree,delim,nonarg,bgiveinfo,bgiveopin,bgivesug,baskinfo,baskopin,basksug,bsolid,btension,bagree,bdisagree,btensh,bantag,iam1,iam2,iam3,iam4,iam5,disput,cumul,explor,qset,qprop,directive,commissive,feedback,proact,struct,coop,cprod,ginfo,ktrans,namep,names,linkp,links,linkc,week,coord_comp,delib_comp,balance
2025.02.24startup_a,startup_a,2025-02-24,3.913793103448276,2.0689655172413794,0.13793103448275862,1.4655172413793103,1.1551724137931034,3.2758620689655173,2.5344827586206895,1.5862068965517242,0.3103448275862069,0.1724137931034483,0.034482758620689655,1.1379310344827587,0.05172413793103448,1.2758620689655173,0.13793103448275862,0.20689655172413793,0.017241379310344827,2.913793103448276,0.13793103448275862,1.706896551724138,0.41379310344827586,0.8448275862068966,0.034482758620689655,1.1379310344827587,1.5517241379310345,0.3103448275862069,0.9655172413793104,0.8448275862068966,0.3620689655172414,0.7413793103448276,1.0,0.9827586206896551,0.4482758620689655,0.034482758620689655,1.4137931034482758,0.6206896551724138,0.7758620689655172,0.8448275862068966,0.41379310344827586,0.43103448275862066,0.1896551724137931,11,0.08012378315437896,0.15928147036013438,-0.07915768720575542
2025.03.02startup_a,startup_a,2025-03-02,3.2711864406779663,1.2033898305084745,0.3559322033898305,1.4915254237288136,0.5254237288135594,2.983050847457627,2.694915254237288,1.271186440677966,0.2711864406779661,0.1694915254237288,0.01694915254237288,1.2203389830508475,0.01694915254237288,0.9322033898305084,0.288135593220339,0.1864406779661017,0.01694915254237288,2.8135593220338984,0.3220338983050847,0.9322033898305084,0.2711864406779661,0.22033898305084745,0.01694915254237288,1.1355932203389831,1.305084745762712,0.22033898305084745,1.0,0.6779661016949152,0.3728813559322034,0.8813559322033898,1.1864406779661016,0.847457627118644,0.3559322033898305,0.0847457627118644,1.7796610169491525,1.305084745762712,0.6271186440677966,0.8813559322033898,0.4576271186440678,0.5084745762711864,0.4915254237288136,12,-0.5928084515666852,0.011787130468967674,-0.6045955820356528
2025.03.17startup_a,startup_a,2025-03-17,2.6440677966101696,1.4406779661016949,0.2711864406779661,1.2881355932203389,1.305084745762712,2.4915254237288136,2.0847457627118646,1.3389830508474576,0.2711864406779661,0.2542372881355932,0.01694915254237288,0.864406779661017,0.15254237288135594,0.9661016949152542,0.2033898305084746,0.1694915254237288,0.01694915254237288,2.0847457627118646,0.3050847457627119,1.1864406779661016,0.3050847457627119,0.7627118644067796,0.03389830508474576,1.0847457627118644,1.5423728813559323,0.288135593220339,0.7796610169491526,0.6440677966101694,0.3728813559322034,1.2372881355932204,1.3728813559322033,1.0847457627118644,0.4067796610169492,0.1016949152542373,1.6271186440677967,1.0677966101694916,0.711864406779661,0.9661016949152542,0.423728813559322,0.2033898305084746,0.3050847457627119,13,-0.23726465926332124,-0.4299346819006741,0.19267002263735283
2025.03.25startup_a,startup_a,2025-03-25,2.824561403508772,1.0,0.3684210526315789,1.1228070175438596,0.8421052631578947,2.4035087719298245,2.280701754385965,1.1754385964912282,0.2807017543859649,0.3333333333333333,0.03508771929824561,1.0175438596491229,0.21052631578947367,1.0526315789473684,0.2807017543859649,0.2807017543859649,0.0,2.3333333333333335,0.40350877192982454,0.9122807017543859,0.7017543859649122,0.6491228070175439,0.017543859649122806,1.0526315789473684,1.105263157894737,0.43859649122807015,0.8245614035087719,0.8070175438596491,0.2982456140350877,0.8771929824561403,1.087719298245614,0.9473684210526315,0.45614035087719296,0.08771929824561403,1.912280701754386,0.9824561403508771,0.7368421052631579,0.9122807017543859,0.6140350877192983,0.5789473684210527,0.40350877192982454,14,-0.2998233617095587,-0.24469650251169425,-0.05512685919786445
2025.03.31startup_a,startup_a,2025-03-31,2.7017543859649122,1.1929824561403508,0.2982456140350877,0.9824561403508771,1.2982456140350878,1.7543859649122806,1.8596491228070176,1.1578947368421053,0.24561403508771928,0.2807017543859649,0.017543859649122806,0.49122807017543857,0.03508771929824561,0.8421052631578947,0.24561403508771928,0.19298245614035087,0.017543859649122806,1.894736842105263,0.2807017543859649,0.8596491228070176,0.14035087719298245,0.3684210526315789,0.03508771929824561,0.9473684210526315,1.5087719298245614,0.24561403508771928,0.5964912280701754,0.49122807017543857,0.2982456140350877,0.8070175438596491,1.0350877192982457,0.7719298245614035,0.22807017543859648,0.22807017543859648,1.280701754385965,0.45614035087719296,0.7017543859649122,0.543859649122807,0.42105263157894735,0.3508771929824561,0.3157894736842105,15,-1.0815703291726362,-1.0911615711645526,0.00959124199191641
2025.04.07startup_a,startup_a,2025-04-07,3.5606060606060606,1.4090909090909092,0.36363636363636365,1.5606060606060606,0.5909090909090909,3.6666666666666665,2.8484848484848486,1.621212121212121,0.3333333333333333,0.21212121212121213,0.045454545454545456,0.7272727272727273,0.13636363636363635,1.378787878787879,0.2878787878787879,0.21212121212121213,0.045454545454545456,3.303030303030303,0.36363636363636365,1.1666666666666667,0.3939393939393939,0.5454545454545454,0.030303030303030304,1.0,1.6666666666666667,0.3181818181818182,0.7424242424242424,0.7878787878787878,0.36363636363636365,0.9696969696969697,1.0151515151515151,0.6363636363636364,0.13636363636363635,0.13636363636363635,1.696969696969697,1.1515151515151516,0.5303030303030303,0.9696969696969697,0.6818181818181818,0.3181818181818182,0.09090909090909091,16,-0.5389035996543741,0.2612564614218946,-0.8001600610762687
2025.04.14startup_a,startup_a,2025-04-14,2.0,1.1714285714285715,0.2714285714285714,0.8857142857142857,0.6571428571428571,2.242857142857143,2.0428571428571427,0.9428571428571428,0.4,0.11428571428571428,0.04285714285714286,0.9285714285714286,0.07142857142857142,0.9857142857142858,0.2,0.04285714285714286,0.0,2.0142857142857142,0.2571428571428571,1.1571428571428573,0.32857142857142857,0.4,0.02857142857142857,1.0571428571428572,1.2571428571428571,0.5142857142857142,0.7142857142857143,0.5142857142857142,0.24285714285714285,1.1428571428571428,1.1285714285714286,0.5428571428571428,0.6714285714285714,0.07142857142857142,1.5142857142857142,0.8571428571428571,0.5571428571428572,0.7,0.44285714285714284,0.5428571428571428,0.42857142857142855,17,-0.5055579095601062,-0.9053006923522352,0.39974278279212905
2024.10.14startup_b,startup_b,2024-10-14,3.0,1.9852941176470589,0.8529411764705882,1.3235294117647058,2.0441176470588234,2.2205882352941178,2.0294117647058822,1.5588235294117647,0.6176470588235294,0.5441176470588235,0.16176470588235295,0.9264705882352942,0.14705882352941177,1.7352941176470589,0.5294117647058824,0.1323529411764706,0.0,1.8529411764705883,0.5588235294117647,1.661764705882353,0.22058823529411764,1.1911764705882353,0.04411764705882353,0.8970588235294118,1.25,0.7647058823529411,1.2794117647058822,1.0441176470588236,0.5588235294117647,1.9558823529411764,1.4558823529411764,1.7352941176470589,0.4264705882352941,0.08823529411764706,1.75,0.9705882352941176,0.7647058823529411,0.6176470588235294,0.5588235294117647,0.29411764705882354,0.058823529411764705,1,1.499561983264819,-0.6682211172548432,2.1677831005196624
2024.10.28startup_b,startup_b,2024-10-28,2.459016393442623,1.3934426229508197,0.13114754098360656,1.3278688524590163,1.4098360655737705,2.1639344262295084,2.0,0.9836065573770492,0.47540983606557374,0.2459016393442623,0.04918032786885246,0.9672131147540983,0.13114754098360656,1.3278688524590163,0.09836065573770492,0.08196721311475409,0.0,2.3278688524590163,0.13114754098360656,1.2295081967213115,0.26229508196721313,0.5737704918032787,0.01639344262295082,1.2459016393442623,1.278688524590164,0.36065573770491804,0.7540983606557377,0.5245901639344263,0.13114754098360656,0.9180327868852459,0.5737704918032787,1.1147540983606556,0.45901639344262296,0.03278688524590164,2.278688524590164,1.2459016393442623,0.21311475409836064,0.9672131147540983,0.18032786885245902,0.6229508196721312,0.16393442622950818,2,-0.07230062744746578,-0.8232715355271145,0.7509709080796487
2024.11.04startup_b,startup_b,2024-11-04,3.1052631578947367,1.368421052631579,0.21052631578947367,1.105263157894737,1.368421052631579,2.6140350877192984,2.0701754385964914,1.2982456140350878,0.47368421052631576,0.22807017543859648,0.017543859649122806,1.087719298245614,0.05263157894736842,0.9473684210526315,0.17543859649122806,0.10526315789473684,0.0,2.6666666666666665,0.21052631578947367,1.0701754385964912,0.19298245614035087,0.43859649122807015,0.05263157894736842,1.087719298245614,1.5263157894736843,0.42105263157894735,0.8947368421052632,0.7368421052631579,0.42105263157894735,1.263157894736842,1.543859649122807,1.0,0.5263157894736842,0.03508771929824561,1.543859649122807,1.2280701754385965,0.6140350877192983,1.1754385964912282,0.40350877192982454,0.47368421052631576,0.3333333333333333,3,-0.039972527491731046,-0.18911564022006738,0.14914311272833633
2024.11.11startup_b,startup_b,2024-11-11,3.338709677419355,1.6129032258064515,0.6451612903225806,1.6612903225806452,1.8870967741935485,4.516129032258065,3.225806451612903,1.2096774193548387,0.46774193548387094,0.3387096774193548,0.0967741935483871,0.3709677419354839,0.16129032258064516,1.1612903225806452,0.5,0.1935483870967742,0.0,3.6451612903225805,0.532258064516129,1.7419354838709677,0.5483870967741935,0.7258064516129032,0.11290322580645161,1.032258064516129,1.5161290322580645,0.6290322580645161,1.2096774193548387,0.9193548387096774,0.5483870967741935,1.3709677419354838,1.8870967741935485,1.4516129032258065,0.25806451612903225,0.03225806451612903,2.3870967741935485,1.532258064516129,0.7903225806451613,1.0,0.967741935483871,0.9193548387096774,0.43548387096774194,4,0.5850167801777306,1.36123484168647,-0.7762180615087393
2024.11.18startup_b,startup_b,2024-11-18,2.95,1.7833333333333334,0.16666666666666666,1.6666666666666667,1.2166666666666666,3.25,2.3333333333333335,1.3833333333333333,0.5666666666666667,0.23333333333333334,0.03333333333333333,1.1666666666666667,0.03333333333333333,1.1666666666666667,0.1,0.03333333333333333,0.0,2.7666666666666666,0.18333333333333332,1.3666666666666667,0.3,0.5833333333333334,0.0,1.1166666666666667,1.2333333333333334,0.65,0.95,0.7166666666666667,0.5833333333333334,1.1833333333333333,1.2666666666666666,0.9333333333333333,0.16666666666666666,0.15,1.6666666666666667,1.4166666666666667,0.75,0.8833333333333333,0.7,0.48333333333333334,0.48333333333333334,5,0.22163430030378609,0.22598178438705308,-0.004347484083266989
2024.12.02startup_b,startup_b,2024-12-02,2.8852459016393444,1.9508196721311475,0.7377049180327869,1.5901639344262295,2.0163934426229506,2.4754098360655736,2.5901639344262297,1.8852459016393444,0.6557377049180327,0.5245901639344263,0.14754098360655737,0.8524590163934426,0.06557377049180328,1.4426229508196722,0.7377049180327869,0.16393442622950818,0.01639344262295082,2.3114754098360657,0.7377049180327869,2.0491803278688523,0.5409836065573771,1.0655737704918034,0.16393442622950818,1.2622950819672132,1.180327868852459,0.8032786885245902,2.0327868852459017,1.1967213114754098,0.6229508196721312,1.9672131147540983,1.8852459016393444,1.7049180327868851,0.13114754098360656,0.11475409836065574,1.5737704918032787,1.4262295081967213,0.5901639344262295,1.360655737704918,0.6229508196721312,0.9672131147540983,0.36065573770491804,6,1.4391043132017618,0.6410039984520137,0.7981003147497481
2024.12.16startup_b,startup_b,2024-12-16,3.542372881355932,1.6610169491525424,0.3220338983050847,1.4067796610169492,1.2542372881355932,3.0847457627118646,2.305084745762712,1.2372881355932204,0.5423728813559322,0.4406779661016949,0.06779661016949153,0.4067796610169492,0.1694915254237288,1.2203389830508475,0.288135593220339,0.15254237288135594,0.0,3.0338983050847457,0.3220338983050847,1.4915254237288136,0.4406779661016949,0.7288135593220338,0.01694915254237288,1.11864406779661,1.5932203389830508,0.4576271186440678,0.9152542372881356,0.5932203389830508,0.4915254237288136,1.0169491525423728,1.1355932203389831,0.7627118644067796,0.288135593220339,0.1864406779661017,1.6610169491525424,1.3728813559322033,1.0338983050847457,0.9322033898305084,0.8135593220338984,0.6101694915254238,0.3898305084745763,7,-0.14738293457922463,0.795622096188131,-0.9430050307673556
2024.12.23startup_b,startup_b,2024-12-23,2.9838709677419355,1.7741935483870968,0.3225806451612903,1.5483870967741935,1.0806451612903225,3.0161290322580645,2.0,1.403225806451613,0.5161290322580645,0.27419354838709675,0.06451612903225806,0.9516129032258065,0.06451612903225806,1.1451612903225807,0.16129032258064516,0.04838709677419355,0.0,2.5483870967741935,0.24193548387096775,1.1451612903225807,0.4838709677419355,0.8870967741935484,0.03225806451612903,1.2580645161290323,1.403225806451613,0.4838709677419355,0.967741935483871,0.9516129032258065,0.5967741935483871,1.7258064516129032,1.4838709677419355,1.5,0.3709677419354839,0.0967741935483871,2.032258064516129,1.5,0.9032258064516129,1.0483870967741935,0.7580645161290323,0.6290322580645161,0.41935483870967744,8,0.6727570970332458,0.43192182000072415,0.24083527703252167
2025.01.06startup_b,startup_b,2025-01-06,2.3692307692307693,1.2461538461538462,0.26153846153846155,1.353846153846154,1.4,3.3076923076923075,1.8615384615384616,1.2153846153846153,0.9076923076923077,0.3076923076923077,0.046153846153846156,0.4,0.13846153846153847,1.0461538461538462,0.2153846153846154,0.09230769230769231,0.0,2.8461538461538463,0.27692307692307694,1.3076923076923077,0.49230769230769234,0.4461538461538462,0.0,0.9076923076923077,1.2769230769230768,0.5692307692307692,0.7846153846153846,0.5230769230769231,0.2,0.7846153846153846,0.8769230769230769,0.9076923076923077,0.18461538461538463,0.09230769230769231,1.3692307692307693,0.9538461538461539,0.7076923076923077,0.6307692307692307,0.5846153846153846,0.26153846153846155,0.3384615384615385,9,-0.5475473408227323,-0.465147195091168,-0.08240014573156429
2025.01.13startup_b,startup_b,2025-01-13,3.4285714285714284,1.6031746031746033,0.31746031746031744,1.2857142857142858,0.9047619047619048,4.111111111111111,2.507936507936508,1.507936507936508,0.47619047619047616,0.2857142857142857,0.07936507936507936,1.0952380952380953,0.07936507936507936,1.2857142857142858,0.2857142857142857,0.2698412698412698,0.0,2.9047619047619047,0.31746031746031744,1.3492063492063493,0.5714285714285714,0.5396825396825397,0.0,1.2222222222222223,1.4761904761904763,0.5238095238095238,0.8888888888888888,0.5555555555555556,0.5873015873015873,0.5555555555555556,1.0476190476190477,0.7619047619047619,0.20634920634920634,0.09523809523809523,1.2222222222222223,0.9047619047619048,0.8571428571428571,0.7619047619047619,0.8253968253968254,0.25396825396825395,0.38095238095238093,10,-0.295305038145064,0.26305871972675565,-0.5583637578718197
2025.02.10startup_b,startup_b,2025-02-10,2.7049180327868854,1.2459016393442623,0.39344262295081966,1.0163934426229508,0.5409836065573771,2.8852459016393444,1.8524590163934427,1.3770491803278688,0.8360655737704918,0.3114754098360656,0.2459016393442623,0.7049180327868853,0.09836065573770492,1.1311475409836065,0.32786885245901637,0.2786885245901639,0.0,2.3442622950819674,0.4426229508196721,1.3442622950819672,0.4426229508196721,0.3770491803278688,0.03278688524590164,1.0491803278688525,1.4426229508196722,0.6229508196721312,1.0491803278688525,0.9016393442622951,0.6065573770491803,1.3114754098360655,1.0491803278688525,1.1639344262295082,0.2786885245901639,0.04918032786885246,1.540983606557377,1.098360655737705,0.9508196721311475,1.0,0.7868852459016393,0.22950819672131148,0.26229508196721313,11,0.07518647440440258,-0.14030859167583307,0.21549506608023566
2025.02.24startup_b,startup_b,2025-02-24,2.912280701754386,1.4912280701754386,0.17543859649122806,1.456140350877193,0.7192982456140351,3.1578947368421053,1.8421052631578947,1.631578947368421,0.2982456140350877,0.12280701754385964,0.03508771929824561,1.1578947368421053,0.08771929824561403,1.3333333333333333,0.14035087719298245,0.017543859649122806,0.0,2.526315789473684,0.12280701754385964,1.543859649122807,0.24561403508771928,0.6140350877192983,0.0,1.1403508771929824,1.5614035087719298,0.45614035087719296,1.0350877192982457,0.9298245614035088,0.38596491228070173,1.3508771929824561,1.3157894736842106,1.456140350877193,0.3684210526315789,0.0,1.5789473684210527,1.2456140350877194,0.7894736842105263,1.087719298245614,0.47368421052631576,0.45614035087719296,0.49122807017543857,12,0.1759308749406549,0.16890530270919898,0.007025572231455918
2025.03.17startup_b,startup_b,2025-03-17,3.295774647887324,1.8732394366197183,0.5633802816901409,1.7183098591549295,1.323943661971831,3.4225352112676055,2.788732394366197,1.9295774647887325,0.676056338028169,0.2112676056338028,0.014084507042253521,1.0704225352112675,0.09859154929577464,1.4507042253521127,0.5211267605633803,0.11267605633802817,0.028169014084507043,2.6901408450704225,0.5633802816901409,1.8028169014084507,0.8309859154929577,1.1549295774647887,0.04225352112676056,1.0,1.5633802816901408,0.7323943661971831,1.2535211267605635,1.0422535211267605,0.38028169014084506,1.5633802816901408,1.2535211267605635,1.0704225352112675,0.30985915492957744,0.14084507042253522,1.732394366197183,1.380281690140845,0.9154929577464789,0.9859154929577465,0.7887323943661971,0.5211267605633803,0.5774647887323944,13,0.8863670810123211,1.150683004392136,-0.264315923379815
2025.03.24startup_b,startup_b,2025-03-24,2.2033898305084745,1.423728813559322,0.8813559322033898,1.2033898305084745,1.694915254237288,2.152542372881356,2.2542372881355934,1.7966101694915255,0.3220338983050847,0.3898305084745763,0.05084745762711865,0.6271186440677966,0.1694915254237288,1.11864406779661,0.5254237288135594,0.0847457627118644,0.0,2.016949152542373,0.7966101694915254,1.576271186440678,0.3220338983050847,0.7627118644067796,0.03389830508474576,1.0508474576271187,1.4915254237288136,0.4406779661016949,1.3389830508474576,1.3559322033898304,0.423728813559322,1.2033898305084745,1.2542372881355932,1.5254237288135593,0.576271186440678,0.11864406779661017,1.3389830508474576,1.2881355932203389,0.864406779661017,0.9830508474576272,0.6610169491525424,0.6949152542372882,0.2542372881355932,14,0.43331960378566053,-0.008318468920936111,0.44163807270659666
2025.03.31startup_b,startup_b,2025-03-31,2.76056338028169,1.1408450704225352,0.2535211267605634,0.9436619718309859,0.7323943661971831,2.6056338028169015,2.0,1.2112676056338028,0.3380281690140845,0.19718309859154928,0.09859154929577464,1.0422535211267605,0.11267605633802817,0.7464788732394366,0.14084507042253522,0.19718309859154928,0.0,2.2253521126760565,0.2676056338028169,1.4225352112676057,0.6338028169014085,0.4788732394366197,0.014084507042253521,0.9295774647887324,1.4647887323943662,0.5915492957746479,0.9295774647887324,0.8169014084507042,0.323943661971831,1.1267605633802817,1.3661971830985915,0.9014084507042254,0.5070422535211268,0.028169014084507043,2.1971830985915495,1.7464788732394365,0.6619718309859155,0.7746478873239436,0.676056338028169,0.22535211267605634,0.2535211267605634,15,-0.15115023139496456,-0.15253209159154113,0.001381860196576573
2025.04.07startup_b,startup_b,2025-04-07,3.1780821917808217,1.7123287671232876,0.589041095890411,1.1095890410958904,1.63013698630137,4.109589041095891,3.4794520547945207,1.8493150684931507,0.9726027397260274,0.3150684931506849,0.0410958904109589,1.3013698630136987,0.0958904109589041,1.5342465753424657,0.6027397260273972,0.2328767123287671,0.0,3.191780821917808,0.589041095890411,1.5068493150684932,0.4383561643835616,1.1369863013698631,0.0547945205479452,1.0136986301369864,1.547945205479452,0.5753424657534246,0.8493150684931506,0.7808219178082192,0.2191780821917808,1.095890410958904,1.0547945205479452,0.6712328767123288,0.3972602739726027,0.0547945205479452,1.4109589041095891,1.1369863013698631,0.8493150684931506,0.8767123287671232,0.6986301369863014,0.5616438356164384,0.5342465753424658,16,0.5065063486002238,0.6771620926109214,-0.1706557440106976
2025.04.14startup_b,startup_b,2025-04-14,2.913793103448276,1.5344827586206897,0.4482758620689655,1.206896551724138,1.103448275862069,2.413793103448276,1.9655172413793103,1.3620689655172413,0.5,0.20689655172413793,0.017241379310344827,1.0172413793103448,0.10344827586206896,1.0172413793103448,0.27586206896551724,0.06896551724137931,0.0,2.4310344827586206,0.41379310344827586,1.5344827586206897,0.22413793103448276,0.6206896551724138,0.06896551724137931,1.1551724137931034,1.5862068965517242,0.4482758620689655,0.8620689655172413,0.7758620689655172,0.20689655172413793,0.8275862068965517,1.206896551724138,1.0689655172413792,0.4482758620689655,0.1896551724137931,1.206896551724138,0.9827586206896551,0.8103448275862069,1.1551724137931034,0.5,0.7241379310344828,0.3793103448275862,17,-0.2659994194211036,0.11171466866356684,-0.37771408808467044
