mid,team,date,event_id,onset_s,window_s,label,l10_stage,entropy_slope,det_slope,switch_rate,turnlen_trend,question_density,gap_trend,event_onset_s,event_class,no_prec_entropy,no_prec_switch,no_prec_both
2024.10.14startup_a,startup_a,20241014,16,2203.0,60,1,ids,0.5588504437975721,-0.5820482014769062,7.0,-3.0595238095238098,0.5,1.160714285714286,2203.0,TRANSITION,False,True,False
2024.10.14startup_a,startup_a,20241014,17,2436.0,60,1,ids,0.0464948600449979,0.0140448964036848,3.0,,0.5,,2436.0,INTERIOR_OTHER,True,True,True
2024.10.14startup_a,startup_a,20241014,18,2487.0,60,1,ids,0.3002861975535603,-0.2298092959648741,6.0,2.9999999999999987,0.4285714285714285,0.0571428571428569,2487.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_a,startup_a,20241014,19,2777.0,60,1,ids,-0.1262486025189124,0.1067592716975376,6.0,7.321428571428568,0.4285714285714285,-0.2428571428571429,2777.0,INTERIOR_OTHER,True,True,True
2024.10.14startup_a,startup_a,20241014,20,2829.0,60,1,ids,0.1885503988454047,0.0353407076851401,4.0,4.600000000000002,0.4,,2829.0,INTERIOR_OTHER,True,True,True
2024.10.14startup_a,startup_a,20241014,21,2931.0,60,1,ids,-0.5253654767930893,0.5641108112502675,3.0,,0.25,,2931.0,INTERIOR_OTHER,False,True,False
2024.10.14startup_a,startup_a,20241014,22,3656.0,60,1,ids,0.2369754429467582,-0.14704279754006,3.0,,0.25,,3656.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_a,startup_a,20241014,23,3713.0,60,1,ids,0.1842814788726557,-0.2837832409611169,7.0,3.226190476190477,0.625,-0.4285714285714285,3713.0,INTERIOR_OTHER,True,True,True
2024.10.14startup_a,startup_a,20241014,24,3808.0,60,1,ids,0.9207089049148364,-0.279733367652664,2.0,,0.6666666666666666,,3808.0,TRANSITION,False,True,False
2024.10.14startup_a,startup_a,20241014,25,4002.0,60,1,ids,0.4591540975760954,-0.2452440656754709,5.0,9.45714285714286,0.1666666666666666,0.4999999999999996,4002.0,INTERIOR_OTHER,False,True,False
2024.10.14startup_a,startup_a,20241014,26,4275.0,60,1,ids,0.2468153402059771,-0.137638127361058,2.0,,0.6666666666666666,,4275.0,TRANSITION,True,True,True
2024.10.14startup_a,startup_a,20241014,27,4434.0,60,1,ids,0.220794373412764,-0.0183327939877611,1.0,,0.5,,4434.0,TRANSITION,True,False,False
2024.10.14startup_a,startup_a,20241014,28,5147.0,60,1,ids,0.1841137063611206,-0.0257899777211382,9.0,3.751515151515151,0.4,-0.1416666666666666,5147.0,INTERIOR_HANDOFF,True,False,False
2024.10.14startup_b,startup_b,20241014,0,142.0,60,1,,0.3346134094756717,-0.1526711565349826,2.0,,0.0,,142.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_b,startup_b,20241014,1,217.0,60,1,,0.2900229175637485,-0.6874805107730131,12.0,0.3461538461538462,0.3846153846153846,-0.4930069930069925,217.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,2,345.0,60,1,segue,0.3041859191553241,-0.5113779396148759,6.0,-2.5000000000000004,0.1428571428571428,0.9428571428571434,345.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_b,startup_b,20241014,3,527.0,60,1,segue,0.3044129415415413,-0.2059115679909424,2.0,,0.5,,527.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_b,startup_b,20241014,4,568.0,60,1,segue,0.2188189630442665,-0.9512252144254456,12.0,-0.3241758241758238,0.1538461538461538,0.0821678321678321,568.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,5,585.0,60,1,segue,0.1417086554455247,-0.3788121604808114,16.0,0.1299019607843138,0.1176470588235294,-0.0279411764705882,585.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,6,645.0,60,1,segue,0.0979993100067483,-0.0956606215626549,8.0,1.4848484848484849,0.4,0.0499999999999999,645.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_b,startup_b,20241014,7,694.0,60,1,segue,-0.1962126047907571,0.141614835640328,11.0,-1.1923076923076918,0.25,0.0363636363636363,694.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,8,739.0,60,1,scorecard,0.1046702680807373,-0.6723209037592942,14.0,-0.0441176470588234,0.0625,0.0410714285714285,739.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,9,856.0,60,1,scorecard,0.4088286810145886,-0.4817312724140599,5.0,2.0571428571428565,0.3333333333333333,1.8,856.0,TRANSITION,True,True,True
2024.10.14startup_b,startup_b,20241014,10,922.0,60,1,rock_review,0.2243745840898822,-0.1532076554418906,5.0,7.714285714285716,0.3333333333333333,0.5000000000000001,922.0,INTERIOR_OTHER,True,True,True
2024.10.14startup_b,startup_b,20241014,11,976.0,60,1,rock_review,0.6907783490618437,-0.9816279725025424,12.0,0.543956043956044,0.3076923076923077,-0.18006993006993,976.0,TRANSITION,False,False,False
2024.10.14startup_b,startup_b,20241014,12,1076.0,60,1,rock_review,-0.2122006179586803,-0.6420058620904082,6.0,0.3571428571428562,0.7142857142857143,-0.157142857142857,1076.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_b,startup_b,20241014,13,1158.0,60,1,rock_review,-0.1060544354515058,-0.6132683402190184,11.0,-0.6433566433566426,0.0833333333333333,0.1136363636363636,1158.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,14,1230.0,60,1,rock_review,-0.2158169552987578,-0.0502288052046228,8.0,0.4833333333333323,0.0,0.0297619047619047,1230.0,TRANSITION,True,True,True
2024.10.14startup_b,startup_b,20241014,15,1550.0,60,1,todo,-0.1455571128882618,-0.0187347527080706,11.0,-0.4560439560439559,0.3846153846153846,0.2325174825174827,1550.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,16,1612.0,60,1,todo,0.1323725548339799,0.3300463727605279,7.0,4.595238095238095,0.5,-1.3214285714285714,1612.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_b,startup_b,20241014,17,1668.0,60,1,todo,0.0161342992232381,-0.7362906101328371,11.0,-0.4195804195804199,0.0833333333333333,0.2363636363636364,1668.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,18,1764.0,60,1,todo,0.2339447801169808,-0.1341354742159615,10.0,0.6909090909090914,0.2727272727272727,-0.3090909090909091,1764.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,19,1900.0,60,1,ids,0.3454376181182552,0.1276794754959972,9.0,1.9212121212121216,0.1,-0.2500000000000001,1900.0,TRANSITION,True,True,True
2024.10.14startup_b,startup_b,20241014,20,1998.0,60,1,ids,0.7611373216379531,-0.6961404758370205,8.0,0.4333333333333312,0.3333333333333333,0.2142857142857142,1998.0,TRANSITION,False,True,False
2024.10.14startup_b,startup_b,20241014,21,2017.0,60,1,ids,0.3404439548445807,-0.1668045895704587,10.0,-0.127272727272727,0.2727272727272727,-0.0787878787878788,2017.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,22,2048.0,60,1,ids,0.1252150123908618,0.0116653559343938,9.0,-0.0034965034965032,0.1666666666666666,-0.2454545454545454,2048.0,TRANSITION,True,True,True
2024.10.14startup_b,startup_b,20241014,23,2066.0,60,1,ids,0.3067308605416523,-0.7291407684593371,11.0,0.5736263736263736,0.2857142857142857,-0.0604395604395603,2066.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,24,2092.0,60,1,ids,-0.1350071340121798,0.0215766629607833,14.0,0.1214285714285713,0.2,-0.0175824175824175,2092.0,INTERIOR_HANDOFF,True,False,False
2024.10.14startup_b,startup_b,20241014,25,2819.0,60,1,ids,-0.1417972615269445,-0.0264995242630144,22.0,0.3596837944664027,0.2608695652173913,-0.0705815923207227,2819.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,26,3392.0,60,1,ids,0.0476601758462743,-0.3940267999310566,8.0,-3.200000000000001,0.1111111111111111,0.696428571428571,3392.0,TRANSITION,True,True,True
2024.10.14startup_b,startup_b,20241014,27,3450.0,60,1,ids,-0.2697512912358049,0.305660339725025,9.0,0.9757575757575752,0.3,-0.3333333333333335,3450.0,TRANSITION,True,True,True
2024.10.14startup_b,startup_b,20241014,28,3520.0,60,1,ids,0.1074722340288815,0.2415087014064918,6.0,0.32142857142857,0.4285714285714285,-0.2142857142857144,3520.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_b,startup_b,20241014,29,4503.0,60,1,ids,-0.0241766685137438,0.1505538948323699,16.0,-0.107843137254902,0.0588235294117647,0.0764705882352941,4503.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,30,4651.0,60,1,ids,-0.1296621204367284,0.7436148169821389,7.0,3.7380952380952377,0.5,-0.7500000000000003,4651.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_b,startup_b,20241014,31,4849.0,60,1,ids,0.0321817874093887,0.1355303455226983,14.0,-0.5607142857142855,0.1333333333333333,0.0824175824175824,4849.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,32,4901.0,60,1,ids,-0.1585499618592223,0.25745977099738,8.0,2.950000000000001,0.3333333333333333,-0.125,4901.0,INTERIOR_HANDOFF,True,True,True
2024.10.14startup_b,startup_b,20241014,33,4952.0,60,1,ids,0.007542862873508,0.0851429556907574,16.0,0.6225490196078433,0.1176470588235294,0.0044117647058823,4952.0,TRANSITION,True,False,False
2024.10.14startup_b,startup_b,20241014,34,5197.0,60,1,conclude,0.0473779082723901,0.2308645256946621,9.0,0.1090909090909098,0.4,-0.2166666666666668,5197.0,TRANSITION,True,True,True
2024.10.25startup_a,startup_a,20241025,0,389.0,60,1,segue,0.0836521243643016,-0.3067826850248994,2.0,,0.0,,389.0,TRANSITION,True,True,True
2024.10.25startup_a,startup_a,20241025,1,1435.0,60,1,todo,-0.1638724924258718,-0.1304681440272009,6.0,0.1785714285714235,0.4285714285714285,0.628571428571429,1435.0,TRANSITION,True,True,True
2024.10.25startup_a,startup_a,20241025,2,1474.0,60,1,todo,0.0118587850155926,-0.9877202072900416,11.0,-0.7377622377622374,0.3333333333333333,-0.1545454545454545,1474.0,INTERIOR_OTHER,True,False,False
2024.10.25startup_a,startup_a,20241025,3,1584.0,60,1,todo,-0.0350700908780345,-0.0586552690791779,3.0,,0.75,,1584.0,INTERIOR_OTHER,True,True,True
2024.10.25startup_a,startup_a,20241025,4,2434.0,60,1,ids,0.2594571178288417,-0.1485665228000593,3.0,,0.5,,2434.0,INTERIOR_HANDOFF,True,True,True
2024.10.25startup_a,startup_a,20241025,5,2484.0,60,1,ids,0.5539832995562392,-1.0203578882312054,9.0,1.4545454545454544,0.4,-0.6583333333333339,2484.0,INTERIOR_HANDOFF,False,False,False
2024.10.25startup_a,startup_a,20241025,6,2536.0,60,1,ids,-0.1930991050620396,0.3831445262445335,8.0,0.1833333333333329,0.5555555555555556,0.2261904761904761,2536.0,TRANSITION,True,False,False
2024.10.25startup_a,startup_a,20241025,7,2596.0,60,1,ids,0.0944096208769061,-0.59447534459566,11.0,0.7142857142857139,0.2142857142857142,-0.1923076923076922,2596.0,TRANSITION,True,False,False
2024.10.25startup_a,startup_a,20241025,8,2928.0,60,1,ids,0.1854460882404937,-0.5498460672880221,6.0,6.607142857142851,0.7142857142857143,-0.5285714285714286,2928.0,INTERIOR_OTHER,True,True,True
2024.10.25startup_a,startup_a,20241025,9,3106.0,60,1,ids,0.2780453310959487,-0.3561018883365144,6.0,-4.28571428571429,0.1428571428571428,0.0142857142857145,3106.0,TRANSITION,True,True,True
2024.10.25startup_a,startup_a,20241025,10,3162.0,60,1,ids,-0.3111965592633213,0.473543930617107,7.0,5.916666666666665,0.5,-0.3035714285714282,3162.0,INTERIOR_OTHER,True,True,True
2024.10.25startup_a,startup_a,20241025,11,3204.0,60,1,ids,0.2100673645967873,-0.1532886809302001,2.0,,0.3333333333333333,,3204.0,INTERIOR_HANDOFF,True,True,True
2024.10.25startup_a,startup_a,20241025,12,4383.0,60,1,ids,-0.0954527309222579,0.1356880120795427,2.0,,0.5,,4383.0,INTERIOR_OTHER,True,True,True
2024.10.25startup_a,startup_a,20241025,13,4498.0,60,1,ids,-0.3388004201926028,0.2641970701887943,12.0,-0.2032967032967031,0.5384615384615384,0.0384615384615384,4498.0,INTERIOR_HANDOFF,True,False,False
2024.10.25startup_a,startup_a,20241025,14,4663.0,60,1,ids,0.0676185900334181,-0.0006407926096934,1.0,,0.5,,4663.0,INTERIOR_OTHER,True,True,True
2024.10.25startup_a,startup_a,20241025,15,4688.0,60,1,ids,0.5713226611863217,-0.685655421456535,1.0,,0.5,,4688.0,INTERIOR_OTHER,False,True,False
2024.10.25startup_a,startup_a,20241025,16,4839.0,60,1,ids,-0.1536053236158013,0.713348536814207,10.0,-0.7727272727272727,0.1818181818181818,0.1757575757575758,4839.0,TRANSITION,True,False,False
2024.10.25startup_a,startup_a,20241025,17,4905.0,60,1,ids,-0.1688182922318456,-0.08168698224165,2.0,,0.75,,4905.0,INTERIOR_OTHER,True,True,True
2024.10.25startup_a,startup_a,20241025,18,5039.0,60,1,ids,0.6663262487882513,-0.5779586161571612,8.0,-0.3333333333333345,0.3333333333333333,-0.5238095238095235,5039.0,INTERIOR_HANDOFF,False,False,False
2024.10.25startup_a,startup_a,20241025,19,5061.0,60,1,ids,0.2766823091613942,-0.4076374379731469,9.0,0.5734265734265737,0.25,-0.4636363636363637,5061.0,TRANSITION,True,False,False
2024.10.25startup_a,startup_a,20241025,20,5180.0,60,1,conclude,0.4757952556467649,0.5615555178301215,9.0,0.4060606060606074,0.2,0.1250000000000001,5180.0,INTERIOR_HANDOFF,True,False,False
2024.10.28startup_b,startup_b,20241028,0,115.0,60,1,,0.4771738766453228,-0.098898949506091,3.0,1.4000000000000004,0.2,,115.0,TRANSITION,False,True,False
2024.10.28startup_b,startup_b,20241028,1,175.0,60,1,,-0.0497266388827954,0.1594424031031229,7.0,6.607142857142855,0.25,-1.1249999999999996,175.0,INTERIOR_OTHER,True,False,False
2024.10.28startup_b,startup_b,20241028,2,247.0,60,1,,0.2030759518071142,-0.1324821351664025,2.0,,0.3333333333333333,,247.0,INTERIOR_OTHER,True,True,True
2024.10.28startup_b,startup_b,20241028,3,343.0,60,1,,0.5046342150141584,-0.3509292151473153,5.0,-0.7428571428571438,0.6666666666666666,0.1499999999999998,343.0,TRANSITION,False,True,False
2024.10.28startup_b,startup_b,20241028,4,384.0,60,1,segue,-0.7637010732207256,0.4102384840348522,4.0,9.914285714285716,0.5,-0.5000000000000001,384.0,TRANSITION,False,True,False
2024.10.28startup_b,startup_b,20241028,5,452.0,60,1,segue,-0.0829043767788756,-0.0241367604237539,11.0,4.125874125874124,0.1666666666666666,-0.2818181818181817,452.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,6,509.0,60,1,segue,0.3413004241649902,0.1876977991883751,3.0,-6.700000000000003,0.4,,509.0,INTERIOR_OTHER,True,True,True
2024.10.28startup_b,startup_b,20241028,7,706.0,60,1,scorecard,0.5703058491252839,-0.384745304099396,2.0,,0.3333333333333333,,706.0,TRANSITION,False,True,False
2024.10.28startup_b,startup_b,20241028,8,758.0,60,1,scorecard,0.105449449980671,-0.340712922715051,8.0,-1.5166666666666682,0.4444444444444444,-0.2321428571428569,758.0,INTERIOR_HANDOFF,True,False,False
2024.10.28startup_b,startup_b,20241028,9,795.0,60,1,scorecard,-0.4755826772600196,1.0120147191500728,9.0,3.4181818181818175,0.4,-0.0416666666666667,795.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,10,1399.0,60,1,rock_review,0.4363042719775824,-0.2665784754218879,3.0,,0.5,,1399.0,TRANSITION,False,True,False
2024.10.28startup_b,startup_b,20241028,11,1445.0,60,1,rock_review,0.1277455266524776,-0.6156843706856904,10.0,-1.9636363636363636,0.2727272727272727,0.1757575757575755,1445.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,12,1457.0,60,1,rock_review,-0.1461323077332376,-0.0030096971447996,9.0,-1.8303030303030308,0.3,0.4166666666666668,1457.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,13,1554.0,60,1,todo,0.8045798082587174,-0.4608043196043719,6.0,1.107142857142855,0.4285714285714285,0.6714285714285717,1554.0,INTERIOR_HANDOFF,False,False,False
2024.10.28startup_b,startup_b,20241028,14,1819.0,60,1,todo,-0.0326691449545473,-0.4340291460156243,6.0,2.2857142857142847,0.2857142857142857,-0.257142857142858,1819.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,15,1870.0,60,1,ids,-0.0416383227290408,0.5024498333931822,2.0,,0.6666666666666666,,1870.0,INTERIOR_OTHER,True,True,True
2024.10.28startup_b,startup_b,20241028,16,1906.0,60,1,ids,0.136321261359803,-0.8245660680457164,2.0,,0.0,,1906.0,INTERIOR_OTHER,True,True,True
2024.10.28startup_b,startup_b,20241028,17,1996.0,60,1,ids,-0.030129320679987,0.4537264167281387,3.0,,0.5,,1996.0,INTERIOR_OTHER,True,True,True
2024.10.28startup_b,startup_b,20241028,18,2062.0,60,1,ids,-0.2429398597013837,0.2098094198358644,8.0,-0.6500000000000009,0.1111111111111111,-0.571428571428571,2062.0,INTERIOR_HANDOFF,True,False,False
2024.10.28startup_b,startup_b,20241028,19,2115.0,60,1,ids,0.2228420142220481,0.2921540081570399,3.0,,0.25,,2115.0,INTERIOR_OTHER,True,True,True
2024.10.28startup_b,startup_b,20241028,20,2206.0,60,1,ids,-0.2968788743520964,0.3311986025496782,7.0,0.2023809523809524,0.375,2.249999999999999,2206.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,21,2293.0,60,1,ids,-0.1028657849600324,0.6458379015423732,13.0,0.9890109890109888,0.2142857142857142,-0.0384615384615384,2293.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,22,2586.0,60,1,ids,0.0151986692618842,-0.328110422693364,8.0,-3.216666666666669,0.2222222222222222,0.892857142857142,2586.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,23,3295.0,60,1,ids,-0.01835375381542,-0.1740560751473894,2.0,,1.0,,3295.0,INTERIOR_OTHER,True,True,True
2024.10.28startup_b,startup_b,20241028,24,3913.0,60,1,ids,0.1160592084582977,-0.2095820620171651,3.0,,0.5,,3913.0,INTERIOR_HANDOFF,True,True,True
2024.10.28startup_b,startup_b,20241028,25,3967.0,60,1,ids,0.3339993225146463,-0.6331236138002372,13.0,0.5296703296703293,0.5,0.1813186813186813,3967.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,26,4300.0,60,1,ids,0.6338035349838567,-0.1297802589709604,0.0,,0.5,,4300.0,TRANSITION,False,False,False
2024.10.28startup_b,startup_b,20241028,27,4364.0,60,1,ids,0.0871737660776079,-0.4564579167415888,8.0,-0.3833333333333344,0.3333333333333333,-0.9345238095238092,4364.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,28,4482.0,60,1,ids,1.0072721629777044,-0.6000944095708535,3.0,,0.5,,4482.0,INTERIOR_HANDOFF,False,True,False
2024.10.28startup_b,startup_b,20241028,29,4787.0,60,1,ids,0.1161696650290512,0.018735101854454,9.0,0.6848484848484843,0.2,0.1083333333333334,4787.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,30,4885.0,60,1,ids,-0.3710329503247098,0.8027647434967903,9.0,3.66060606060606,0.1,-0.2750000000000001,4885.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,31,4992.0,60,1,ids,0.236064720511577,-0.4663838099239603,2.0,,0.5,,4992.0,TRANSITION,True,True,True
2024.10.28startup_b,startup_b,20241028,32,5033.0,60,1,ids,0.2548220364162907,-0.095903823069232,7.0,2.4999999999999996,0.25,-0.3928571428571431,5033.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,33,5133.0,60,1,ids,0.2922815288249824,-0.1745879385613226,7.0,1.6547619047619058,0.625,0.2678571428571429,5133.0,TRANSITION,True,False,False
2024.10.28startup_b,startup_b,20241028,34,5251.0,60,1,conclude,0.0017480903123773,0.2307651308437661,5.0,-0.2285714285714354,0.1666666666666666,4.000000000000001,5251.0,TRANSITION,True,True,True
2024.11.04startup_a,startup_a,20241104,0,118.0,60,1,,-0.0891714409087364,0.1299825958369717,,,,,118.0,INTERIOR_OTHER,True,,False
2024.11.04startup_a,startup_a,20241104,1,170.0,60,1,,0.4673036136772641,-1.0747143542439217,6.0,-0.0714285714285716,0.4285714285714285,-1.6714285714285737,170.0,TRANSITION,False,False,False
2024.11.04startup_a,startup_a,20241104,2,283.0,60,1,segue,0.9624314571672186,-0.2878177024241716,4.0,-2.371428571428579,0.5,0.95,283.0,INTERIOR_OTHER,False,True,False
2024.11.04startup_a,startup_a,20241104,3,315.0,60,1,segue,0.0585839790555091,-0.316189688846634,5.0,6.771428571428571,0.5,-0.8999999999999997,315.0,INTERIOR_HANDOFF,True,True,True
2024.11.04startup_a,startup_a,20241104,4,345.0,60,1,segue,-0.050798945053816,-0.6184187090300094,3.0,-0.1428571428571471,0.3333333333333333,1.7499999999999996,345.0,TRANSITION,True,True,True
2024.11.04startup_a,startup_a,20241104,5,364.0,60,1,segue,0.240742656183427,-0.4606143137925138,6.0,-1.3500000000000014,0.3333333333333333,0.4285714285714282,364.0,TRANSITION,True,False,False
2024.11.04startup_a,startup_a,20241104,6,620.0,60,1,segue,0.0196471462984642,-0.1545902424584204,0.0,,0.0,,620.0,INTERIOR_HANDOFF,True,False,False
2024.11.04startup_a,startup_a,20241104,7,678.0,60,1,scorecard,0.1782276516680279,-0.1203828504589144,7.0,2.4404761904761902,0.125,1.5535714285714286,678.0,TRANSITION,True,False,False
2024.11.04startup_a,startup_a,20241104,8,1106.0,60,1,ids,0.0716819201899183,0.1313535794928537,6.0,12.857142857142854,0.4285714285714285,-0.1857142857142855,1106.0,INTERIOR_OTHER,True,False,False
2024.11.04startup_a,startup_a,20241104,9,1913.0,60,1,ids,0.3393913168436853,0.0122547771179394,,,,,1913.0,TRANSITION,True,,False
2024.11.04startup_a,startup_a,20241104,10,2206.0,60,1,ids,0.9606202602483284,-0.4324485015943139,2.0,,0.6666666666666666,,2206.0,TRANSITION,False,True,False
2024.11.04startup_a,startup_a,20241104,11,2236.0,60,1,ids,0.4509528952608843,-0.8302092604313782,5.0,-3.771428571428578,0.1666666666666666,1.0,2236.0,TRANSITION,False,True,False
2024.11.04startup_a,startup_a,20241104,12,2281.0,60,1,ids,-0.0775241082789405,-0.6632855044072078,11.0,-1.066433566433567,0.3333333333333333,0.1454545454545454,2281.0,INTERIOR_OTHER,True,False,False
2024.11.04startup_a,startup_a,20241104,13,2343.0,60,1,ids,0.0144661136022917,0.5485973068041542,5.0,3.314285714285713,0.6666666666666666,2.0499999999999994,2343.0,TRANSITION,True,True,True
2024.11.04startup_a,startup_a,20241104,14,2541.0,60,1,ids,-0.2224362938864817,-0.4000270158288288,5.0,3.1142857142857117,0.3333333333333333,0.6499999999999998,2541.0,INTERIOR_OTHER,True,True,True
2024.11.04startup_a,startup_a,20241104,15,2577.0,60,1,ids,0.2154802529925928,-0.5163944471626201,9.0,-1.0545454545454536,0.0,0.0750000000000006,2577.0,TRANSITION,True,False,False
2024.11.04startup_a,startup_a,20241104,16,2894.0,60,1,ids,-0.0230385864695956,0.065927077774761,3.0,,0.5,,2894.0,TRANSITION,True,True,True
2024.11.04startup_a,startup_a,20241104,17,3169.0,60,1,ids,0.4734151642620539,-0.4436027595145435,3.0,-9.7,0.4,,3169.0,INTERIOR_HANDOFF,False,True,False
2024.11.04startup_a,startup_a,20241104,18,3325.0,60,1,ids,0.0718632206794235,0.0711997280355041,2.0,,0.25,,3325.0,INTERIOR_HANDOFF,True,True,True
2024.11.04startup_a,startup_a,20241104,19,3401.0,60,1,ids,-0.3266084387282763,0.3619819851986167,3.0,6.500000000000003,0.6,,3401.0,INTERIOR_OTHER,False,True,False
2024.11.04startup_a,startup_a,20241104,20,3415.0,60,1,ids,-0.0779972132379874,-0.1301461113910563,2.0,-9.1,0.6,,3415.0,INTERIOR_HANDOFF,True,True,True
2024.11.04startup_a,startup_a,20241104,21,3442.0,60,1,ids,0.6010991318444995,-0.7645845915540436,8.0,-0.7636363636363632,0.5454545454545454,0.1696969696969698,3442.0,TRANSITION,False,False,False
2024.11.04startup_a,startup_a,20241104,22,3916.0,60,1,ids,0.1313061699482941,0.0382213620048952,1.0,,1.0,,3916.0,TRANSITION,True,False,False
